point_id,x,y,assigned_slot_id,assigned_layer_id,assigned_layer_name
0,57.739960420664254,92.72514961032844,104,0,outer_ring
1,52.681784359692074,90.93951041393716,239,0,outer_ring
2,43.486816969023295,89.62049814038996,518,0,outer_ring
3,40.57639264062301,88.73194259379589,580,0,outer_ring
4,36.30400696148957,88.33458311251718,625,0,outer_ring
5,43.62317806812768,78.802998483214,4521,5,text_en_1919
6,40.34953447608911,86.20550326532613,592,0,outer_ring
7,35.55768959766187,77.8331686322165,4645,5,text_en_1919
8,32.080258206767716,69.9730091405151,4748,5,text_en_1919
9,25.700353478266077,66.95327224754307,4788,5,text_en_1919
10,22.033447317136396,66.73356279420543,4777,5,text_en_1919
11,21.12589996966235,62.06703111437908,4887,5,text_en_1919
12,19.498146711078185,58.634161975689075,4970,5,text_en_1919
13,14.021339782980226,53.154756762291406,698,0,outer_ring
14,20.629762193906934,51.0834669378775,5082,5,text_en_1919
15,32.80749342373057,59.496637218500325,2583,2,octagram
16,33.935982938579485,42.34873178452909,2708,2,octagram
17,38.41102210088056,60.90041626421297,2555,2,octagram
18,39.8277006856156,68.24122223753233,2512,2,octagram
19,44.15419342891406,56.926034290939675,3341,3,stroke_nan
20,47.065785230325844,54.06967348133143,3389,3,stroke_nan
21,49.79366492619406,67.8897015633586,2437,2,octagram
22,51.639151193125734,56.0358465772526,3359,3,stroke_nan
23,53.31639553539642,69.25251084203963,2421,2,octagram
24,60.2308144317298,74.68802019661901,1743,1,inner_ring
25,61.232174637597716,60.39003558136153,3799,4,stroke_kai
26,60.50683998695351,71.13453877625624,2372,2,octagram
27,65.66721192971883,69.9960431294482,2324,2,octagram
28,68.45845998160445,49.383967631100745,4018,4,stroke_kai
29,56.00008120576547,48.47442716466964,3989,4,stroke_kai
30,51.222514727989505,54.1318158947949,3409,3,stroke_nan
31,46.68782960899073,39.406243303168225,3717,3,stroke_nan
32,51.403264309906675,46.224090059368855,3574,3,stroke_nan
33,48.991370834292105,49.31049670823564,3498,3,stroke_nan
34,51.83893380833077,53.2836230290054,3404,3,stroke_nan
35,44.27822819652672,47.60257838950906,3550,3,stroke_nan
36,36.963592248802556,35.276736214622574,2803,2,octagram
37,34.35960051723494,35.1420885773111,2783,2,octagram
38,17.767155588393706,41.0524202949887,5313,5,text_en_1919
39,26.6764368044778,42.10321838298065,5284,5,text_en_1919
40,32.79393715721514,40.38691874738083,2723,2,octagram
41,40.242048089090744,48.534804354707134,3494,3,stroke_nan
42,39.23431086097301,61.34897272464823,2551,2,octagram
43,29.46460053818657,37.085896217231706,2747,2,octagram
44,31.531928130299775,42.72687718098214,2712,2,octagram
45,28.01372812027624,25.683056618965136,5419,5,text_en_1919
46,30.285169266070206,25.431833403981045,5410,5,text_en_1919
47,36.61111142843808,24.570217151877163,2000,1,inner_ring
48,48.059475764142576,12.939639785806374,5628,5,text_en_1919
49,49.89912338970014,26.69310727316467,2933,2,octagram
50,53.252319615415736,6.2998401402742115,1045,0,outer_ring
51,53.45864465310937,29.003178841347534,2953,2,octagram
52,51.8102994457462,38.522648022229525,3723,3,stroke_nan
53,54.96296318721348,40.31340990998806,4189,4,stroke_kai
54,56.5646177623214,41.939506127237436,4163,4,stroke_kai
55,65.24475067100339,47.13471194920461,4038,4,stroke_kai
56,60.798011810250124,46.543130193960636,4068,4,stroke_kai
57,61.82291275060334,51.96511753656268,3940,4,stroke_kai
58,75.21825374929979,46.467374429307014,3217,2,octagram
59,76.64019878888622,44.98975563329634,3202,2,octagram
60,76.58136630568703,46.582010513310365,3211,2,octagram
61,76.2903565359802,53.536140419792744,3256,2,octagram
62,67.44694299021126,64.8641672945561,2299,2,octagram
63,67.54682802241564,69.40184046835135,2320,2,octagram
64,45.54301150597506,80.53335983925014,4510,5,text_en_1919
65,48.30992444319842,83.47376820686807,4353,5,text_en_1919
66,49.18619701932682,90.65837591778336,348,0,outer_ring
67,52.892299862011804,90.13271940745007,233,0,outer_ring
68,53.34144195639874,84.16947174489843,4358,5,text_en_1919
69,55.24329019543341,90.05095138726162,162,0,outer_ring
70,57.00340354640413,82.77438434728133,4424,5,text_en_1919
71,51.89397059767763,81.36084248637515,4434,5,text_en_1919
72,48.38621700491882,69.65875248512033,2447,2,octagram
73,47.82146094015832,68.6439981772664,2448,2,octagram
74,43.973648971936825,63.13146623077554,2529,2,octagram
75,23.732974500165962,61.70043350930115,4893,5,text_en_1919
76,35.59704029542186,60.24059980316379,2565,2,octagram
77,42.6352113499086,72.98056447947566,2484,2,octagram
78,55.2857556221464,91.43020563455836,159,0,outer_ring
79,61.98532565699908,90.15154190384186,49,0,outer_ring
80,60.23729808513894,86.08853095105496,4325,5,text_en_1919
81,66.67001614092818,82.53339660645786,4460,5,text_en_1919
82,63.75801431374825,87.92111487734864,25,0,outer_ring
83,69.70102881784408,80.75888131533765,4550,5,text_en_1919
84,62.73497527703795,81.76282545897345,4519,5,text_en_1919
85,70.55629363949572,70.71857976629471,1701,1,inner_ring
86,86.42635178764104,60.91222151930143,4910,5,text_en_1919
87,75.22866317482136,68.17046293723764,1682,1,inner_ring
88,77.03644126261118,63.87856627744521,1669,1,inner_ring
89,80.53490319647679,60.17126808617053,1654,1,inner_ring
90,79.97230059647603,59.12475354534688,2212,2,octagram
91,79.7533245217589,57.583177045232695,3283,2,octagram
92,86.05402080578156,51.58692867333228,5067,5,text_en_1919
93,88.56257051805667,47.624626897265365,5203,5,text_en_1919
94,87.66117959571864,48.49002699366004,5174,5,text_en_1919
95,91.2330940345405,53.0419305961417,5038,5,text_en_1919
96,93.70464798302682,48.39797737778231,5132,5,text_en_1919
97,92.02788019236726,34.85454526531969,5389,5,text_en_1919
98,59.22936872433418,43.18191851107935,4139,4,stroke_kai
99,62.981929364380306,35.588719326937834,4261,4,stroke_kai
100,63.090410084985926,31.957423554685302,4278,4,stroke_kai
101,67.53343206437344,32.61813575484158,3086,2,octagram
102,69.40481197612625,35.11178171450775,3101,2,octagram
103,66.06780406683912,24.28181818388799,3039,2,octagram
104,74.04934034719368,35.19277944831892,3131,2,octagram
105,72.25787991870307,28.88923447531011,2138,1,inner_ring
106,68.68516989659514,30.943906371289497,3077,2,octagram
