x,y
53.461118131457816,97.07362768212589
51.741367640185196,96.3052159229472
45.45464267804691,93.10033617555064
42.215619313464174,91.20810188336038
43.27501952080392,91.71024385041973
37.81294871663454,84.55121827442696
37.01768247242452,80.78817189507875
34.2186242868979,76.01242913948165
30.3870628362991,75.24559024261326
28.394501047645342,72.76363614110582
22.843806953897943,63.847055286201766
21.780571196965553,61.70698315427214
21.503521573435616,56.7848936077894
24.408378573163706,52.017652170476985
26.849366169532118,51.57694529179706
30.26601583817613,51.49136686965675
33.76006340232731,55.468726485441685
36.406362299189325,45.71267329189213
41.556578347382846,48.65423881826465
44.96906802476883,48.82727359507823
45.714652151716805,59.517167705823475
53.94673829818727,53.113916448430075
53.3029684622257,52.07667904063137
52.549195933169,53.295004127253634
56.57645793906129,57.874636089946655
63.868554596985724,67.69306643980826
61.631999257433286,63.90819964989487
58.233714148201635,68.83443580399548
61.25598369154929,51.55673980929898
51.89456330743303,47.377864245854475
54.550745368980365,41.12412045571362
49.42761307832804,41.83566264479269
54.72402133451461,42.203787995163815
47.39979994296056,37.775646531966494
50.6891394792463,37.611974811085425
41.997150009306694,28.356449441184996
35.43408970852442,36.04514295012487
35.88590476388861,31.711941909816012
34.27483586049154,33.875734824803
27.999652317035792,39.17397369558492
26.841023745117084,43.82997135419322
33.79656481275995,41.12163676356171
33.07403713539873,51.59696249280584
30.147728050022867,35.955714189778185
30.883559653004564,31.932870230075743
31.041333370775067,29.94762533601315
33.67558002553181,24.112623587801178
37.89916518686143,22.576879490420268
39.32827231586324,27.43485383736269
45.68867922773737,24.281791750619767
49.13777629834514,24.61867044772629
52.65382903412686,33.77763116411029
57.18911996776196,34.472434254318976
50.770892388077044,40.82263340937773
57.87158544504433,36.30791240589769
56.48157065883631,43.18429129239795
59.20735872619732,48.31089944550963
57.80402036357702,45.41637969406476
68.93652181742253,42.03585143950833
65.30651198005704,50.368314996600255
71.394716192087,51.51402116832138
72.2324340734809,58.69857908289627
69.28738035103248,61.670547906270734
69.26998522427901,75.17511943427992
50.53065779881314,80.82715623500033
45.44693154954935,83.50583693484559
51.15105982636704,84.85883015977583
50.74011642108203,84.59723552219614
57.13042701043858,85.97753785452366
53.97314829487767,84.8512840260057
59.72170396181564,83.53394806011231
53.86328865745776,87.2210206805161
53.12083588762495,77.62186607695139
48.26624184431171,76.83415764241478
43.76300066526389,78.94975520979239
31.623044454191206,60.637582055992745
32.42117868074545,61.58322947773548
30.413950872683532,68.3233262913918
56.91679494242481,98.44405775132081
62.063530055979506,98.04027137652612
67.42176315889192,98.29158873412112
65.77348254852618,93.57319417526145
70.62544893500748,90.99738058509784
72.08922289992756,85.32249163230938
73.66808749445354,84.14141204522674
76.33911860847068,78.40747279610764
72.78622926295755,77.76947271854208
77.64095612978814,70.30451160675715
78.08976421949845,68.00139777519598
86.40150858288123,56.81491233224146
81.56300553891353,56.163715480306344
84.76283928918971,48.74386699931519
84.8332171715122,45.83377378228397
89.77047936251694,43.26223905332716
90.24363991850217,46.4150609531497
92.53957951154452,38.107171363726366
95.0422296864199,36.486940316837774
98.70796359958833,35.78286378272578
59.82207111620692,38.290919812529204
60.12621035797507,41.25079288453096
59.38284220438982,28.70134921707577
62.01223383141442,29.278005796422857
63.4291850496275,27.289998069454583
62.10647812988454,24.01684704280865
73.0618730360468,23.558343914916065
69.29822213127626,24.415056214148734
69.20846537057572,23.836508289283636
64.96994310972214,16.49443721954689
61.51306863328636,20.652467348650735
64.02946263817792,20.76161255144211
64.32579415395254,19.862592419299617
51.694862906418024,18.987393784031124
48.46781983792982,19.602948143624054
48.927158743603854,19.588852602566778
44.87849017276759,18.118712817458217
41.44383026015817,14.648999901480728
48.175158297735145,15.482004627607642
52.33123647641668,17.645265449856943
57.88645815674729,7.30378702475431
50.4614890990543,10.82650243062807
50.545765288819545,12.795685528534056
49.4228958168654,12.32621543547061
48.17883341173081,10.271424884866812
42.43799676456137,7.302647583505511
51.92694680454558,11.134129304968543
55.22656409880202,10.077608246738617
58.2805843654356,12.079679338829408
60.73276416323184,12.661967530704748
64.33443374569067,11.690182608695338
68.65438650933311,12.581760487530845
72.64809002415863,11.843108345645643
72.98000708749922,11.73752570333159
78.00437219591798,11.867622476115164
70.47846676391329,10.362284161789725
66.90838812549649,4.513469601630671
65.63189012705257,1.9068899650542759
37.4063484773696,23.187532397752292
42.59160184495092,25.71160410650335
91.37014356063901,43.090319925807606
48.06047467186129,96.05787493365419
46.45255351158828,95.01327925776637
47.14237451034914,93.96047285881133
