point_id,x,y,assigned_slot_id,assigned_layer_id,assigned_layer_name
0,49.99207073530962,90.97346336932671,250,0,outer_ring
1,54.2852788787199,90.77797557450775,205,0,outer_ring
2,43.77556279121721,88.22788465515916,315,0,outer_ring
3,38.33257187311035,86.29918309656317,373,0,outer_ring
4,40.39545825769595,87.7113088897964,350,0,outer_ring
5,36.148863435405914,84.69928012323412,391,0,outer_ring
6,35.35842457453831,88.87570608929967,384,0,outer_ring
7,34.25038745898716,84.26970619754138,402,0,outer_ring
8,34.0164448458183,81.75791690161029,412,0,outer_ring
9,26.07747846866493,75.88978356357462,454,0,outer_ring
10,19.759100622430026,71.48529360855903,469,0,outer_ring
11,26.014081333746315,57.41065486858977,1084,1,inner_ring
12,27.7894095852557,53.969529158946216,1087,1,inner_ring
13,14.635731277877037,42.48886918950882,482,0,outer_ring
14,30.19606977525365,56.10438134315693,1452,2,octagram
15,29.648945031972836,55.998152314618395,1450,2,octagram
16,33.047291366472564,50.390183464424695,1472,2,octagram
17,41.233898844610685,50.91308994070113,1874,3,stroke_nan
18,40.99773009876077,56.41738204705809,1817,3,stroke_nan
19,43.552813371467806,51.87911251368334,1870,3,stroke_nan
20,47.43845567898258,56.03852010164752,1838,3,stroke_nan
21,54.12675161325308,58.29654996550735,1808,3,stroke_nan
22,51.67786215086436,52.21435853355583,1869,3,stroke_nan
23,61.4021160861823,60.528858912157006,2039,4,stroke_kai
24,59.957143493881794,61.302332143395866,2040,4,stroke_kai
25,60.766548516239055,59.425193535425855,2044,4,stroke_kai
26,58.179213137838694,70.04474182805134,1326,2,octagram
27,61.997013159313184,71.5297296900256,1316,2,octagram
28,59.87825609971918,58.97458698170869,2049,4,stroke_kai
29,57.47132623549973,52.83266066760949,2100,4,stroke_kai
30,58.630760502759614,49.9996823772851,2139,4,stroke_kai
31,60.95365132663211,37.64083189588101,2243,4,stroke_kai
32,48.327194173637196,43.63808379887389,1961,3,stroke_nan
33,52.6577069997044,49.66048912321779,1886,3,stroke_nan
34,49.24718586145796,43.35314887909541,1956,3,stroke_nan
35,46.722889141574115,31.997120083501176,2032,3,stroke_nan
36,37.025531498560454,25.274761965361808,1138,1,inner_ring
37,33.69533176441888,28.484824529036057,1131,1,inner_ring
38,31.138966555609546,33.9239160369241,1121,1,inner_ring
39,29.961609432049176,41.19340443974278,1505,2,octagram
40,32.569912488364885,43.5172234820024,1494,2,octagram
41,39.460983434881946,42.78651920862854,1968,3,stroke_nan
42,41.509267556335296,64.53000012474222,1399,2,octagram
43,29.57637334974128,37.55736336996024,1513,2,octagram
44,26.139319125375735,37.36340589549112,1114,1,inner_ring
45,29.60022968810784,14.101500333900164,529,0,outer_ring
46,24.650539382557717,18.040153162822666,512,0,outer_ring
47,40.26044342715213,31.320042215186504,1558,2,octagram
48,36.689343851127866,10.906836178289804,561,0,outer_ring
49,46.820414762172646,19.35034178797204,1155,1,inner_ring
50,47.03783314186726,23.397967803688797,1595,2,octagram
51,50.67003328693102,38.09917409832729,2010,3,stroke_nan
52,55.99613622245956,34.50765304825158,2268,4,stroke_kai
53,60.12203459994789,40.668851039648274,2227,4,stroke_kai
54,51.593354398997114,44.29543925826529,1948,3,stroke_nan
55,60.754092570961305,51.094706419626995,2118,4,stroke_kai
56,59.74012494180098,47.50877769100957,2146,4,stroke_kai
57,75.28576962698867,49.91796805505448,1767,2,octagram
58,68.59252260387062,52.056957199214615,2095,4,stroke_kai
59,77.36231618165777,43.35001781708634,1745,2,octagram
60,73.5137832475796,48.48101563846892,1761,2,octagram
61,77.18520864617203,54.24584757255565,1782,2,octagram
62,72.70975819168831,68.16614444085278,998,1,inner_ring
63,71.6929228338631,70.83521271687489,1002,1,inner_ring
64,46.63453927835028,72.43629030780454,1366,2,octagram
65,47.28220587333086,75.20995211075535,1042,1,inner_ring
66,47.62683621375732,88.24835986922282,278,0,outer_ring
67,46.361012330068945,88.91480865305428,288,0,outer_ring
68,58.82646883610876,90.78445670579184,170,0,outer_ring
69,58.92674416169965,89.424797463757,167,0,outer_ring
70,58.318750368623604,73.33956339372921,1025,1,inner_ring
71,59.66320532349883,62.47717414805785,2035,4,stroke_kai
72,51.3325587747723,71.36877000620427,1352,2,octagram
73,48.374512082359104,70.37578564390691,1358,2,octagram
74,53.83762904104911,68.32409686496885,1345,2,octagram
75,39.48016342563544,63.841920001864686,1406,2,octagram
76,30.719002776767145,55.549112695625034,1456,2,octagram
77,42.754478290982405,74.58191817335944,1375,2,octagram
78,62.214573182037824,88.6553950513839,145,0,outer_ring
79,63.09523590202222,89.69450219261097,138,0,outer_ring
80,60.81926636830137,92.06037786902833,154,0,outer_ring
81,68.20610641346376,87.32961907377693,104,0,outer_ring
82,67.27859434014626,86.8794138699468,110,0,outer_ring
83,66.39553468242,74.14927886451716,1013,1,inner_ring
84,75.93675044364393,83.26561724448815,64,0,outer_ring
85,77.33121719079392,81.6299086605562,56,0,outer_ring
86,74.58009280447067,84.55127021921506,68,0,outer_ring
87,82.63656303836824,78.39045957974581,34,0,outer_ring
88,76.65701678123646,59.17807563670805,1245,2,octagram
89,74.47097914625316,58.43139323394653,1251,2,octagram
90,91.95189154349858,66.77637458460062,10,0,outer_ring
91,79.28917749758061,55.628669201794956,1786,2,octagram
92,78.76167025340399,39.88461946520275,1731,2,octagram
93,79.08714829574093,39.66675180069788,1729,2,octagram
94,77.95660849717713,42.077864772836904,1741,2,octagram
95,94.48723465940284,58.18974050515434,4,0,outer_ring
96,96.06941189639598,48.80969215089753,0,0,outer_ring
97,88.49631041831898,22.332638832415842,947,0,outer_ring
98,63.71573171788529,41.31817302379374,2230,4,stroke_kai
99,69.06473048952024,34.32716464230882,1693,2,octagram
100,64.31931481484528,41.85696647460648,2214,4,stroke_kai
101,71.67948614994083,24.953194792339044,1194,1,inner_ring
102,68.70971180746042,31.886072990385703,1686,2,octagram
103,55.540282424903914,26.85227088648545,1626,2,octagram
104,77.43030934730355,14.79278281871179,913,0,outer_ring
105,74.51120884433563,34.99085848286919,1708,2,octagram
106,68.043467404394,33.75265006587145,1690,2,octagram
107,74.83423466641833,11.798557257966939,886,0,outer_ring
108,65.82699960857146,21.6343418082989,1184,1,inner_ring
109,62.60388172404303,23.985089929322218,1644,2,octagram
110,64.86832814982819,8.610473443324803,801,0,outer_ring
111,58.69179968265483,21.0533605943039,1174,1,inner_ring
112,51.40547080725374,20.075888799372404,1162,1,inner_ring
113,48.40497359645616,24.808806949278456,1602,2,octagram
114,51.71039844315576,19.862360556794954,1163,1,inner_ring
115,36.21166263891699,9.737211864767628,562,0,outer_ring
116,48.57732173963622,5.232091910662723,643,0,outer_ring
117,53.66319027224979,7.372008408578573,685,0,outer_ring
118,54.866256233088315,6.798054563918267,699,0,outer_ring
119,60.182309723838486,5.950274888079473,751,0,outer_ring
120,58.81529393913562,4.82207598320137,738,0,outer_ring
121,51.05465973858842,5.971534596745806,661,0,outer_ring
122,38.64410643125865,9.736216336870552,570,0,outer_ring
123,41.94750398276467,8.267320335635297,585,0,outer_ring
124,48.84146568568744,6.944261104345362,644,0,outer_ring
125,56.43562385608723,6.4257447485281105,716,0,outer_ring
126,65.47422418389466,7.938230698289037,805,0,outer_ring
127,60.88902495281864,6.30077229937279,756,0,outer_ring
128,61.07579373167029,6.5406815262853435,760,0,outer_ring
129,72.62791187875759,10.893441616243992,871,0,outer_ring
130,70.4979897080471,7.691084720240284,851,0,outer_ring
131,78.10174154627718,12.495334996730545,907,0,outer_ring
132,74.38583872213728,11.300084380230027,883,0,outer_ring
133,69.29574237696235,10.054003428442991,850,0,outer_ring
134,70.18728193494627,8.879750493340868,853,0,outer_ring
135,65.61516065954058,7.45775940121802,806,0,outer_ring
136,34.949873697267904,26.66846857271825,1134,1,inner_ring
137,44.098759653387,41.93506562183652,1965,3,stroke_nan
138,77.34304585951215,40.89565098643491,1739,2,octagram
139,50.67096427258459,90.39334877691606,244,0,outer_ring
