point_id,x,y
0,55.44114085394959,97.48767060566882
1,51.55056714592562,96.31811977838507
2,46.103602104559904,94.75829349053463
3,42.73175807009479,91.65475221082515
4,40.65673821952679,88.55390527310206
5,38.581718368958796,85.0661372768259
6,35.469239171273095,80.02794592069645
7,32.87548964714625,77.70012500041166
8,28.725551102342855,74.59490673771188
9,25.87233558510399,71.49248322864611
10,22.75985638741829,66.45429187251666
11,21.981761877080018,61.808153371591835
12,21.981761877080018,57.163691853657326
13,23.019221224197718,52.90848800126042
14,25.612970748324567,50.97886909182789
15,29.244280775901707,50.98669544848235
16,32.61612481036683,50.9939625927902
17,35.209874334493676,51.38667507198905
18,40.13800854596794,51.397296400294024
19,44.02868341032451,52.95376850414735
20,46.62243293445135,54.120524359780575
21,49.99427696891647,55.28885656873999
22,53.106756166602175,55.68258640693492
23,56.73806619417931,56.07743445180657
24,59.33181571830616,58.01823368387418
25,61.40683556887416,62.28014568624883
26,61.66620040565358,66.53814451029626
27,61.925565242433,69.2479559518108
28,57.51616070451759,55.3050680583625
29,54.922411180390746,49.88097300267608
30,52.58802649304332,46.005523694188504
31,48.17862195512791,38.2552847012076
32,49.47554729535763,42.12849803237475
33,51.03173631603417,44.06706106910544
34,45.325507594221634,36.314027104474015
35,42.73175807009479,32.43801880165635
36,38.581718368958796,31.26800939169011
37,34.95050949771425,30.09901755873647
38,32.3567599735874,32.028636468169
39,29.763010449460555,36.667507824785964
40,33.394219320705105,41.319795481358426
41,36.506799674723396,45.58384304940588
42,38.06298869539995,49.07059346866944
43,29.503645612681133,35.892804824357356
44,29.503645612681133,32.02248731252135
45,29.763010449460555,28.926772171449826
46,31.83803030002855,26.609013585139905
47,35.72860400805252,25.069211335575083
48,40.91610305630621,25.08039165821016
49,44.02868341032451,25.474121714421603
50,47.141162608010205,28.577204629465104
51,49.47554729535763,31.291488243636984
52,51.55056714592562,34.77925623991314
53,53.62548584016102,37.492980641738406
54,55.181776017170165,40.59260896113716
55,56.73806619417931,42.144150527667165
56,59.33181571830616,44.471971447951965
57,62.444294915991854,46.02676635079846
58,65.0380444401187,46.8065005182145
59,68.1505236378044,47.97427373284381
60,70.74427316193125,53.785491106411556
61,71.78183366538154,60.75431894898611
62,71.78183366538154,64.62473709048624
63,69.70681381481354,69.65174812398061
64,46.88179777123078,80.05254276130353
65,48.17862195512791,84.31277756267137
66,49.99427696891647,85.47775580565016
67,53.106756166602175,85.48446395562792
68,55.44114085394959,86.26353849904973
69,56.73806619417931,86.26633368871674
70,56.21923536428786,83.1689413466384
71,53.88495183327305,80.84167963870024
72,51.2912023091462,78.90098103629674
73,49.99427696891647,78.89818584662973
74,47.91925711834848,77.73254797965669
75,29.503645612681133,59.88915579046429
76,29.503645612681133,62.21138654943154
77,31.05993578969028,62.60176242164586
78,58.03489037807644,99.8154915259536
79,61.925565242433,99.43685518872098
80,65.0380444401187,97.89537595616585
81,68.66925331136325,94.41990627118497
82,71.00363799871067,91.32856267310666
83,72.30056333894038,86.6869969745033
84,74.11621835272896,83.59453538776478
85,75.4130425366261,79.33999115936209
86,76.96933271363524,75.4729272018591
87,78.00679206075293,71.6048456673435
88,80.08181191132093,66.96485632206631
89,82.15683176188892,60.389657906039076
90,83.71302078256547,55.361528665868
91,85.52867579635405,51.495124332359225
