point_id,x,y
0,55.4304606136271,97.4293562787048
1,51.54472769016194,96.25026050263904
2,46.10453994855802,94.67697667974603
3,42.73689127749216,91.56770054866297
4,40.66445323742454,88.46477037698521
5,38.59201519735692,84.97538892443805
6,35.48340865249071,79.93454263747427
7,32.892886360023795,77.60223796323497
8,28.748111310358986,74.48909395201754
9,25.898445861221987,71.38239590484618
10,22.78983931635577,66.34154961788241
11,22.01271293775683,61.698859262520955
12,22.01271293775683,57.060036787293875
13,23.048881442555423,52.81292327393401
14,25.63940373502234,50.89295726130093
15,29.266195562758284,50.911008374283696
16,32.63384423382415,50.927769691043814
17,35.224366526291064,51.32731542350955
18,40.14636898502525,51.35181300338294
19,44.03220293896084,52.917360563162674
20,46.62272523142775,54.09000987233783
21,49.990373902493616,55.266426554162074
22,53.09898044735983,55.66845036589878
23,56.72577227509577,56.07305326723626
24,59.31629456756269,58.01880615312084
25,61.38873260763031,62.28139168986271
26,61.647774733829955,66.5349516701132
27,61.90681686002961,69.24220398945955
28,57.502898653694714,55.30381757066121
29,54.9123763612278,49.87899808209896
30,52.58089619496054,46.00167504033368
31,48.176977988625644,38.248418757666514
32,49.472289650094325,42.1205846259193
33,51.026542407292204,44.061179835446865
34,45.32741356995908,36.30147708588909
35,42.73689127749216,32.42286475074569
36,38.59201519735692,31.242579685942534
37,34.96532440009141,30.06477320325489
38,32.374802107624504,31.984739215887963
39,29.78427981515758,36.61066825448928
40,33.410970612423085,41.2675413398546
41,36.51967818775974,45.53518404546821
42,38.073930944957624,49.02208691589989
43,29.525237688957933,35.83617487691647
44,29.525237688957933,31.970556485884092
45,29.78427981515758,28.879330964939257
46,31.8567178552252,26.570234577195222
47,35.742450778690355,25.043266819807474
48,40.923495363624184,25.069053693058976
49,44.03220293896084,25.471078007640212
50,47.14080948382705,28.579165352830437
51,49.472289650094325,31.296732522046316
52,51.54472769016194,34.78611397459349
53,53.617064699759126,37.50239134758672
54,55.171418487427445,40.602642425022935
55,56.72577227509577,42.156686349040314
56,59.31629456756269,44.4889910232796
57,62.4249011124289,46.05067020008044
58,65.01542340489581,46.83676772090089
59,68.12402994976203,48.011895109347016
60,70.71455224222895,53.823366893749245
61,71.75082177749798,60.7866577754616
62,71.75082177749798,64.65237667397925
63,69.67838373743035,69.66743608769153
64,46.8817673576274,79.99127406033428
65,48.176977988625644,84.24999121409726
66,49.990373902493616,85.41867213565278
67,53.09898044735983,85.43414415903477
68,55.4304606136271,86.21885187899183
69,56.72577227509577,86.22529884872696
70,56.207586992226034,83.13020494480324
71,53.87620785642921,80.79919006678661
72,51.28568556396229,78.85353768838729
73,49.990373902493616,78.84709071865215
