point_id,x,y
0,55.43493303612601,97.48750930721674
1,51.54743827472723,96.31820448179988
2,46.10478388672275,94.75872142465326
3,42.735608283339964,91.65542518761401
4,40.66223057499714,88.55474719226842
5,38.58885286665432,85.06715403314344
6,35.47883684227952,80.02922198238582
7,32.88713997592072,77.70158865106231
8,28.740485635513938,74.59666109212823
9,25.88952811386827,71.49445219093853
10,22.77951208949347,66.45652014018091
11,22.00203335246949,61.81049805909856
12,22.00203335246949,57.16610729991106
13,23.03867166850147,52.91090742849378
14,25.630368534860278,50.98116579254024
15,29.25880479352993,50.9887790522101
16,32.62798039691272,50.99584832583469
17,35.21967726327153,51.38840269760593
18,40.143911416981155,51.39873482710051
19,44.031507254658806,52.95495502837714
20,46.62320412101761,54.1215409839693
21,49.9923797244004,55.28965763332525
22,53.1023957487752,55.68319892489535
23,56.730832007444846,56.07782797647567
24,59.32252887380366,58.018445515888736
25,61.39590658214648,62.28017088696566
26,61.65506616115447,66.53808962820767
27,61.914225740162465,69.24784457367682
28,57.50831074446883,55.30542771454959
29,54.91661387811003,49.881567419811404
30,52.58407659075921,46.006314066679984
31,48.178161595065575,38.25645176251312
32,49.47406056638441,42.12953001978476
33,51.029018040432376,44.06797225125773
34,45.32730514969877,36.315391077266135
35,42.735608283339964,32.43959395016978
36,38.58885286665432,31.26984576683866
37,34.960517684263536,30.101084715386737
38,32.368820817904734,32.030826351340274
39,29.777123951545917,36.66977915879802
40,33.4054591339367,41.32178296557507
41,36.51557623459036,45.58558301646108
42,38.07053370863834,49.072189043706885
43,29.517964372537925,35.89510317288114
44,29.517964372537925,32.02484462564557
45,29.777123951545917,28.929161436195848
46,31.85050165988873,26.611316460401962
47,35.73799642128752,25.0713094861836
48,40.92139015400513,25.082185389643122
49,44.031507254658806,25.475726893293555
50,47.14152327903359,28.57857998449889
51,49.47406056638441,31.29268533376792
52,51.54743827472723,34.78027849289292
53,53.620714906791186,37.49383985611668
54,55.17577345711802,40.59332967540133
55,56.730832007444846,42.144756327044156
56,59.32252887380366,44.47238965836768
57,62.432544898178456,46.02697832566915
58,65.02424176453727,46.80654848935084
59,68.13425778891207,47.97412136474186
60,70.72595465527087,53.78509807952152
61,71.76269404758172,60.75375889811186
62,71.76269404758172,64.62411807347846
63,69.6893163392389,69.65117422077655
64,46.8823637000256,80.05314909724497
65,48.178161595065575,84.31324293434673
66,49.9923797244004,85.47809693991304
67,53.1023957487752,85.48462243957269
68,55.43493303612601,86.26354820115841
69,56.730832007444846,86.26626728306347
70,56.212411773149995,83.1689525596386
71,53.87997556207805,80.84186321436036
72,51.288278695719235,78.9013463030783
73,49.9923797244004,78.89862722117326
74,47.91900201605758,77.73312881351099
75,29.517964372537925,59.89108855263961
76,29.517964372537925,62.21328393223337
77,31.07302292286475,62.603562580013815
78,58.02662990248483,99.81514263854025
79,61.914225740162465,99.4362838802646
80,65.02424176453727,97.89464558415142
81,68.65257694692805,94.41901587641581
82,70.98511423427887,91.32758246263495
83,72.2810132055977,86.68601141348353
84,74.09523133493252,83.59349045177275
85,75.3910292299725,79.33893498245143
86,76.94608778029934,75.47183866295482
87,77.9827260963313,71.60375521157903
88,80.05610380467414,66.96371485619139
89,82.12948151301694,60.388494913120454
90,83.68443898706491,55.36035100581215
91,85.49865711639976,51.493899088411496
92,86.79455608771859,47.62625899494995
93,88.34951356176654,46.08135784296676
94,89.90457211209338,42.60137794351163
95,93.79206687349216,39.90032359356189
96,95.86544458183499,36.808447033947104
97,98.71630102720178,33.71820179622715
98,56.730832007444846,40.59659253127131
