point_id,x,y
0,55.42898634111033,97.44930821798172
1,51.5481043124275,96.27764618243476
2,46.114708025318876,94.71484020153983
3,42.75126347988103,91.61011329783378
4,40.681412642555664,88.5089037688679
5,38.611561805230295,85.02089242704986
6,35.506836001414946,79.98227646185549
7,32.91954768084459,77.65352516519035
8,28.77994691053926,74.54662747744959
9,25.933838944001,71.44334748088677
10,22.829113140185648,66.4047315156924
11,22.052956915318163,61.75953059631843
12,22.052956915318163,57.11650046097915
13,23.087831881808146,52.863267115855905
14,25.675120202378505,50.935890688684886
15,29.297384393784252,50.946021578606526
16,32.6608289392221,50.95542859163672
17,35.24811725979245,51.34966783078629
18,40.163975159310674,51.36341669409907
19,44.044958092338916,52.92188082471141
20,46.632246412909275,54.08992488686721
21,49.99569095834712,55.26003913440675
22,53.10041676216247,55.65562496426183
23,56.722680953568215,56.05265826568659
24,59.309969274138574,57.99450715084863
25,61.37982011146394,62.25642391432383
26,61.63853885308644,66.51327523283824
27,61.89725759470893,69.22241630668921
28,57.49883717843569,55.28102422671505
29,54.91154885786534,49.85695303937403
30,52.58297927891748,45.981215092723694
31,48.184558862644245,38.23056339275222
32,49.47825347510213,42.10340696068962
33,51.0305659248371,44.042361184925525
34,45.33855180045139,36.28809151156289
35,42.75126347988103,32.411629970234344
36,38.611561805230295,31.239344656446885
37,34.989398518169956,30.06840621557817
38,32.402110197599605,31.995782642749184
39,29.814821877029242,36.631576549092955
40,33.43698516408958,41.28473729214067
41,36.541811872250335,45.549448117891075
42,38.094124321985305,49.03611258679039
43,29.556103135406747,35.85694753275756
44,29.556103135406747,31.98782281907545
45,29.814821877029242,28.893226523077807
46,31.884672714354608,26.577500495047214
47,35.76555474303744,25.04064445277046
48,40.94013138417816,25.055116910761477
49,44.044958092338916,25.45070302282977
50,47.149683896154265,28.554806930508555
51,49.47825347510213,31.26973704399859
52,51.5481043124275,34.75774838581663
53,53.61785424540746,37.47195462241523
54,55.170267599487836,40.57161636337369
55,56.722680953568215,42.123668458319685
56,59.309969274138574,44.45241975498484
57,62.414695077953915,46.00871281934927
58,65.00198339852427,46.78985447000195
59,68.10670920233963,47.95924512286327
60,70.69399752290998,53.770319320358354
