slot_id,x,y,layer_id,layer_name
0,96.00765649367136,51.440086903020195,0,outer_ring
1,94.8133572086887,58.38216704393066,0,outer_ring
2,92.8931772092105,64.06002282482734,0,outer_ring
3,90.74465068336927,68.44096699227255,0,outer_ring
4,88.6378378647004,71.7905354559131,0,outer_ring
5,86.67551876464785,74.38514983802696,0,outer_ring
6,84.88090688755634,76.4359328249229,0,outer_ring
7,83.24653681286571,78.09081247947148,0,outer_ring
8,81.7551845090679,79.45194312167274,0,outer_ring
9,80.3882269300545,80.59040897526165,0,outer_ring
10,79.12851356310566,81.5565737720103,0,outer_ring
11,77.96131413857016,82.38674395457896,0,outer_ring
12,76.8740641486273,83.10777031423865,0,outer_ring
13,75.85627117540669,83.739806902136,0,outer_ring
14,74.89911498487373,84.29829230169483,0,outer_ring
15,73.99536509568327,84.79513353834875,0,outer_ring
16,73.13879089911015,85.23980330249779,0,outer_ring
17,72.3239786196001,85.63993618186818,0,outer_ring
18,71.54660481128182,86.00156575326005,0,outer_ring
19,70.80263688105218,86.3297780696708,0,outer_ring
20,70.08891744764259,86.62863132899369,0,outer_ring
21,69.402453836897,86.9016169158557,0,outer_ring
22,68.74073502748092,87.15162591001797,0,outer_ring
23,68.10152327503515,87.38111925088332,0,outer_ring
24,67.48295651111859,87.59215692213922,0,outer_ring
25,66.88328103462281,87.78654424487274,0,outer_ring
26,66.30085921288763,87.96586122922903,0,outer_ring
27,65.73440882502601,88.13142214630187,0,outer_ring
28,65.18260477244145,88.284424564971,0,outer_ring
29,64.6445042192764,88.42584890799043,0,outer_ring
30,64.11893996646972,88.55664150020928,0,outer_ring
31,63.60503083582409,88.67758994703156,0,outer_ring
32,63.10194748970021,88.78939917454582,0,outer_ring
33,62.60891239592285,88.89269981073704,0,outer_ring
34,62.12525812119681,88.98804455977623,0,outer_ring
35,61.65041571058332,89.0759205293503,0,outer_ring
36,61.183620208542045,89.15680723786386,0,outer_ring
37,60.72446145417626,89.23108187181003,0,outer_ring
38,60.27234988894507,89.29911908485178,0,outer_ring
39,59.82688374966513,89.36123352139386,0,outer_ring
40,59.38749491373542,89.41773528970835,0,outer_ring
41,58.95396745999514,89.46886396613561,0,outer_ring
42,58.52576087626507,89.51487748724819,0,outer_ring
43,58.102519772601596,89.55598930250964,0,outer_ring
44,57.683916843245406,89.5923916768043,0,outer_ring
45,57.26969959183435,89.62425445417631,0,outer_ring
46,56.85948990772727,89.65174180557005,0,outer_ring
47,56.45299397948893,89.67499559677137,0,outer_ring
48,56.049936002064655,89.69414284152974,0,outer_ring
49,55.65005049467199,89.70929723392592,0,outer_ring
50,55.25308163405473,89.72056001118474,0,outer_ring
51,54.858782571137176,89.72802072842399,0,outer_ring
52,54.46691473404181,89.7317579500359,0,outer_ring
53,54.07724711992168,89.73183986191067,0,outer_ring
54,53.68955557760926,89.72832480824087,0,outer_ring
55,53.30362208269109,89.72126175619084,0,outer_ring
56,52.91923400627676,89.71069069127466,0,outer_ring
57,52.5361833784377,89.69664294585863,0,outer_ring
58,52.15426614704189,89.67914146278744,0,outer_ring
59,51.773285932113986,89.65820126359858,0,outer_ring
60,51.393036784305394,89.6338286597743,0,outer_ring
61,51.01331896959525,89.60602206865983,0,outer_ring
62,50.633936456326424,89.57477208406303,0,outer_ring
63,50.25469357388734,89.54006131026269,0,outer_ring
64,49.87539425143421,89.50186426505313,0,outer_ring
65,49.495841253755145,89.46014722094861,0,outer_ring
66,49.11583541434499,89.4148679834432,0,outer_ring
67,48.735174865833606,89.36597560481113,0,outer_ring
68,48.35365426802183,89.31341003151033,0,outer_ring
69,47.971060410481634,89.25710113243252,0,outer_ring
70,47.587173990642825,89.19696844591398,0,outer_ring
71,47.20178452204698,89.13292323933123,0,outer_ring
72,46.814666978149845,89.06486448547575,0,outer_ring
73,46.42558922099867,88.9926793146112,0,outer_ring
74,46.03431123699585,88.91624221189224,0,outer_ring
75,45.64058437931366,88.83541412265807,0,outer_ring
76,45.24412745437199,88.7500363535394,0,outer_ring
77,44.84466995230041,88.65993842803974,0,outer_ring
78,44.44193804975927,88.56493472385871,0,outer_ring
79,44.03563754492981,88.4648194148993,0,outer_ring
80,43.62546177661447,88.35936679656467,0,outer_ring
81,43.21109099247108,88.24832966532736,0,outer_ring
