slot_id,x,y,layer_id,layer_name
0,79.76539989858439,81.07757633909843,0,outer_ring
1,71.9472522116593,85.81760378231061,0,outer_ring
2,70.01727189727234,86.65777955572712,0,outer_ring
3,68.85953461153106,87.10767966648953,0,outer_ring
4,68.02469387300955,87.4079183502394,0,outer_ring
5,67.36802700922749,87.63018528700032,0,outer_ring
6,66.82485387170777,87.80495215383414,0,outer_ring
7,66.36105162421843,87.94775802891314,0,outer_ring
8,65.95454128205716,88.06811060343458,0,outer_ring
9,65.5931924104266,88.17135211078238,0,outer_ring
10,65.26702273209422,88.26154290918208,0,outer_ring
11,64.96902236415079,88.34147319870816,0,outer_ring
12,64.6946114940315,88.41300173164502,0,outer_ring
13,64.44042055054962,88.47749451714546,0,outer_ring
14,64.20349087842364,88.53608646378314,0,outer_ring
15,63.9812326520471,88.58972164309799,0,outer_ring
16,63.771385922294364,88.63918597137506,0,outer_ring
17,63.57342588953601,88.68480546536523,0,outer_ring
18,63.385095384866034,88.72726915154621,0,outer_ring
19,63.20626964846133,88.76674701790414,0,outer_ring
20,63.03497370563129,88.80379502847983,0,outer_ring
21,62.87131570399174,88.83849142997391,0,outer_ring
22,62.71455782610103,88.8710855134957,0,outer_ring
23,62.56369089323687,88.90186526986167,0,outer_ring
24,62.418315325080826,88.93097893882953,0,outer_ring
25,62.278055965943565,88.95856140533157,0,outer_ring
26,62.14256080960891,88.98473545951285,0,outer_ring
27,62.01149977325655,89.00961292952303,0,outer_ring
28,61.88456352124593,89.03329570059935,0,outer_ring
29,61.76146233898813,89.05587663251575,0,outer_ring
30,61.64192505668221,89.07744038616548,0,outer_ring
31,61.52569802233164,89.09806416887542,0,outer_ring
32,61.4125441231697,89.11781840700706,0,outer_ring
33,61.302241854398225,89.13676735346857,0,outer_ring
34,61.194584433971784,89.1549696369316,0,outer_ring
35,61.089736627749474,89.17241969938883,0,outer_ring
36,60.987622973344834,89.18915213152559,0,outer_ring
37,60.88766314742398,89.2052809706493,0,outer_ring
38,60.78969437943304,89.2208481949431,0,outer_ring
39,60.69373675835956,89.23586545149686,0,outer_ring
40,60.600361060704465,89.25025999022343,0,outer_ring
41,60.50857957750598,89.26419881280498,0,outer_ring
42,60.418266029030434,89.27771172404621,0,outer_ring
43,60.33023017612868,89.29069024273893,0,outer_ring
44,60.24372057905133,89.3032577466332,0,outer_ring
45,60.15836085269615,89.31547764689401,0,outer_ring
46,60.07511416548703,89.32722245556948,0,outer_ring
47,59.9930804174989,89.3386295554931,0,outer_ring
48,59.91208419448111,89.34973028191396,0,outer_ring
49,59.83311762397375,89.36039789702355,0,outer_ring
50,59.75486979827191,89.37081763922764,0,outer_ring
51,59.678148078678845,89.38088854346802,0,outer_ring
52,59.60257816573987,89.3906674060976,0,outer_ring
53,59.527866508138814,89.40019789455314,0,outer_ring
54,59.45476109046617,89.40939141681137,0,outer_ring
55,59.3820412114624,89.41840693954236,0,outer_ring
56,59.31114586296165,89.42707199237235,0,outer_ring
57,59.24057566751561,89.43557553039234,0,outer_ring
58,59.17147611989756,89.44378420842364,0,outer_ring
59,59.10288047115436,89.4518179528574,0,outer_ring
60,59.03551097233908,89.45959656213708,0,outer_ring
61,58.96872693991524,89.46719854445068,0,outer_ring
62,58.903024174834655,89.47457157463589,0,outer_ring
63,58.837900332035794,89.48177607019834,0,outer_ring
64,58.773803334339014,89.48876633551234,0,outer_ring
65,58.71019909223209,89.49560422701897,0,outer_ring
66,58.64764915782428,89.5022329953157,0,outer_ring
67,58.58543413475683,89.50873210028271,0,outer_ring
68,58.52437473734301,89.51501921127183,0,outer_ring
69,58.46342816247869,89.52120457735626,0,outer_ring
70,58.40380487124321,89.52716855094583,0,outer_ring
71,58.344173111952195,89.53304725170238,0,outer_ring
72,58.285775420195165,89.53872085806725,0,outer_ring
73,58.227527974858035,89.54429765596022,0,outer_ring
74,58.170132696666634,89.54971258429839,0,outer_ring
75,58.11321903852397,89.55500341662807,0,outer_ring
76,58.05673288647677,89.56017709033188,0,outer_ring
77,58.00110435518588,89.56519686369704,0,outer_ring
78,57.94546918174217,89.57014247731996,0,outer_ring
79,57.89105122921256,89.57490758537142,0,outer_ring
80,57.83665479747968,89.57959937333993,0,outer_ring
81,57.78293570114635,89.58416267044393,0,outer_ring
82,57.72973282876112,89.58861350815727,0,outer_ring
83,57.67664205976579,89.59298692873246,0,outer_ring
84,57.62458922066659,89.59720888220741,0,outer_ring
85,57.572531159795915,89.60136595423195,0,outer_ring
86,57.521117638689596,89.60540747551921,0,outer_ring
87,57.47016805060136,89.60934972337205,0,outer_ring
88,57.419219035315166,89.61322942583142,0,outer_ring
89,57.36933748124912,89.61696730902378,0,outer_ring
90,57.31945150033921,89.62064563955013,0,outer_ring
91,57.26994874781913,89.62423652968624,0,outer_ring
92,57.22109214612216,89.62772275776462,0,outer_ring
93,57.172231502430456,89.63115187042283,0,outer_ring
94,57.12405276546533,89.63447692956956,0,outer_ring
95,57.07618420192126,89.63772533162583,0,outer_ring
96,57.02831195009528,89.6409189184499,0,outer_ring
97,56.981343761528606,89.64399868931281,0,outer_ring
98,56.93442759547227,89.64702215344535,0,outer_ring
99,56.88764029690355,89.64998467564516,0,outer_ring
100,56.84164523332101,89.65284580795341,0,outer_ring
101,56.79564705072515,89.65565635059221,0,outer_ring
102,56.74990152201367,89.65840109816554,0,outer_ring
103,56.70479092953845,89.66105858076337,0,outer_ring
104,56.65967749722584,89.66366741042414,0,outer_ring
105,56.614882502620304,89.66620952834828,0,outer_ring
106,56.570624306017635,89.66867392719017,0,outer_ring
107,56.52636352705064,89.6710915031262,0,outer_ring
108,56.48243479382038,89.67344450950671,0,outer_ring
109,56.438998008805235,89.67572568890044,0,outer_ring
110,56.39555887908936,89.67796177508085,0,outer_ring
111,56.35241869218094,89.68013772807669,0,outer_ring
112,56.30977338343537,89.68224490079876,0,outer_ring
113,56.26712594956078,89.68430861560442,0,outer_ring
114,56.224702768892335,89.68631826414997,0,outer_ring
115,56.182820009316,89.68826003760746,0,outer_ring
116,56.140935327649665,89.6901598996021,0,outer_ring
117,56.09916342693651,89.69201281956893,0,outer_ring
118,56.05801525813598,89.69379723833623,0,outer_ring
119,56.01686535516825,89.6955412084391,0,outer_ring
120,55.97571375779434,89.6972447281924,0,outer_ring
121,55.93524387522266,89.698880510739,0,outer_ring
122,55.89480170916427,89.70047603109778,0,outer_ring
123,55.854358020768665,89.70203248529566,0,outer_ring
124,55.81439758280272,89.70353191764836,0,outer_ring
