point_id,x,y,assigned_slot_id,assigned_layer_id,assigned_layer_name
0,49.723462609510875,85.97835811501109,380,4,outer_ring
1,49.08218374761325,87.16518526786567,486,4,outer_ring
2,52.24914926474843,80.72101228154683,277,3,mid_ring
3,46.94075114237353,84.67987379299144,400,4,outer_ring
4,50.11687828011468,86.95424865597907,507,4,outer_ring
5,41.60023045044552,83.90732444108309,344,4,outer_ring
6,35.8798352191259,82.97679721303692,524,4,outer_ring
7,27.78507750885157,77.82323851092421,547,4,outer_ring
8,24.473799481535494,72.48800109479951,391,4,outer_ring
9,23.41353161822565,71.63188404156321,553,4,outer_ring
10,30.347076784712495,74.48270487453551,296,3,mid_ring
11,27.636761923380526,75.19036013016469,522,4,outer_ring
12,28.161666846900562,76.43514189511093,385,4,outer_ring
13,15.036497290399677,51.596173320608656,421,4,outer_ring
14,31.14590020258111,42.66826405821104,215,2,octagram
15,49.86082912896487,32.54482386632078,43,0,nan
16,39.74456241487584,51.029879513425215,34,0,nan
17,41.20232990157022,69.88030892737957,170,2,octagram
18,45.282986985915606,51.89700056705827,58,0,nan
19,50.59614953104722,57.13305856875353,16,0,nan
20,35.46212334120773,49.84426818396853,241,2,octagram
21,47.53441257737921,65.47086624750841,217,2,octagram
22,43.516772384587114,63.014218608443244,189,2,octagram
23,53.11191896977121,70.48549965804784,193,2,octagram
24,52.0543135108632,72.41173128534095,238,2,octagram
25,57.354573494368836,78.57106843457922,288,3,mid_ring
26,53.3795330922358,69.37894226153342,259,2,octagram
27,64.96371648946167,63.74097039961934,250,2,octagram
28,57.11646096172245,53.37918748265962,108,1,kai
29,61.91449058542188,53.41273352550916,102,1,kai
30,48.8418394538881,50.02013495451711,15,0,nan
31,45.10154746839412,57.419088516410014,2,0,nan
32,49.40033325318715,52.292059009670275,57,0,nan
33,46.40287949629763,36.41062092355947,53,0,nan
34,46.17114677987227,35.093479089989806,4,0,nan
35,52.210787931265,45.730226031158224,42,0,nan
36,45.94981268221611,44.04580623542846,56,0,nan
37,36.32734260263974,27.180379251908732,142,2,octagram
38,45.35908452667835,49.089967195312326,9,0,nan
39,28.819344204273136,44.4259849080966,204,2,octagram
40,39.329325972538086,38.493155887000356,46,0,nan
41,39.37543352876058,52.675185498207306,49,0,nan
42,39.20705881971139,49.14580399113946,26,0,nan
43,14.182101016588447,36.751011849483945,562,4,outer_ring
44,25.048764251570617,15.910614364587403,451,4,outer_ring
45,17.60078945664455,24.452239976280136,415,4,outer_ring
46,35.54385324673206,7.969486924027328,521,4,outer_ring
47,33.49172858151737,8.441624361832131,479,4,outer_ring
48,42.8998001336142,26.260399253788528,178,2,octagram
49,59.59195663418533,37.525504606911696,70,1,kai
50,46.88558701446927,24.270837936191754,221,2,octagram
51,56.099439740210066,31.019146886577577,73,1,kai
52,54.64487237133027,20.022805735002535,150,2,octagram
53,55.407623476347254,36.55297620650345,64,1,kai
54,61.590255762951074,50.4907426835467,113,1,kai
55,60.29577252870004,51.06143731437076,114,1,kai
56,61.74493584250832,54.790502929973954,74,1,kai
57,66.82066745012689,49.67334953768179,78,1,kai
58,54.12688012377424,46.67264093354777,17,0,nan
59,66.41732981109918,58.128054083293335,212,2,octagram
60,64.96543187961373,70.47478646227991,297,3,mid_ring
61,64.56952487858733,62.65181772308824,214,2,octagram
62,66.13172912498044,62.4669829219885,188,2,octagram
63,73.53691230077183,71.85920992435504,325,3,mid_ring
64,44.850460869467526,76.06269187360918,317,3,mid_ring
65,49.72661142907443,87.44107202151633,329,4,outer_ring
66,48.510612423445245,84.92908961788049,428,4,outer_ring
67,53.19264671115278,86.05080710603112,414,4,outer_ring
68,52.60195437565736,86.35820437487989,445,4,outer_ring
69,53.84793888717988,86.1375863488625,328,4,outer_ring
70,52.326302344866626,86.37490299677283,345,4,outer_ring
71,54.11743955880842,87.18295688991573,529,4,outer_ring
72,48.874194877095675,66.62567615528782,171,2,octagram
73,49.1115124093769,72.27125781885894,175,2,octagram
74,52.05193953346693,86.48212827499742,563,4,outer_ring
75,37.004051567926496,59.83727632584243,132,2,octagram
76,24.907855850538205,74.90956217866969,375,4,outer_ring
77,44.75900303739125,75.58741369340284,310,3,mid_ring
78,60.39675224695875,85.96082315688317,440,4,outer_ring
