slot_id,x,y,layer_id,layer_name
0,46.816012966027394,45.44458158712329,0,nan
1,51.932451322191774,49.87882816246575,0,nan
2,46.13382118520548,59.99800624465753,0,nan
3,46.36121844547945,35.89389665561644,0,nan
4,46.47491707561643,38.62266377890411,0,nan
5,46.816012966027394,58.40622542273972,0,nan
6,41.92697187013698,58.178828162465756,0,nan
7,45.56532803452055,48.85554049123288,0,nan
8,51.818752692054794,48.85554049123288,0,nan
9,46.816012966027394,52.0391021350685,0,nan
10,48.748889678356164,49.42403364191781,0,nan
11,51.932451322191774,45.558280217260275,0,nan
12,52.50094447287671,37.71307473780822,0,nan
13,51.932451322191774,36.34869117616438,0,nan
14,43.63245132219178,44.30759528575342,0,nan
15,50.68176639068493,52.72129391589041,0,nan
16,51.25025954136986,59.4295130939726,0,nan
17,52.72834173315068,49.42403364191781,0,nan
18,48.748889678356164,43.625403504931505,0,nan
19,49.88587597972602,56.700745970684935,0,nan
20,52.842040363287666,38.73636240904109,0,nan
21,39.53930063726027,44.989787066575346,0,nan
22,46.70231433589041,45.103485696712326,0,nan
23,39.88039652767123,46.80896514876712,0,nan
24,49.99957460986301,56.01855418986301,0,nan
25,44.20094447287671,47.26375966931507,0,nan
26,39.88039652767123,51.81170487479452,0,nan
27,48.97628693863013,52.607595285753426,0,nan
28,47.270807486575336,44.5349925460274,0,nan
29,47.6119033769863,55.45006103917808,0,nan
30,46.02012255506849,40.89663638164384,0,nan
31,52.6146431030137,37.485677477534246,0,nan
32,52.38724584273972,41.69252679260274,0,nan
33,52.50094447287671,42.94321172410959,0,nan
34,41.01738282904109,55.90485555972603,0,nan
35,49.43108145917808,47.83225282,0,nan
36,46.47491707561643,58.6336226830137,0,nan
37,45.792725294794515,61.02129391589041,0,nan
38,46.247519815342464,39.418554189863016,0,nan
39,51.59135543178082,42.0336226830137,0,nan
40,52.6146431030137,49.5377322720548,0,nan
41,40.33519104821917,43.73910213506849,0,nan
42,52.842040363287666,45.89937610767123,0,nan
43,51.363958171506845,37.37197884739726,0,nan
44,45.56532803452055,41.35143090219178,0,nan
45,40.56258830849315,48.628143230958905,0,nan
46,39.76669789753424,42.147321313150684,0,nan
47,51.363958171506845,37.94047199808219,0,nan
48,51.59135543178082,50.21992405287671,0,nan
49,41.47217734958904,56.01855418986301,0,nan
50,52.38724584273972,40.10074597068493,0,nan
51,47.725602007123285,46.80896514876712,0,nan
52,43.746149952328764,55.56375966931507,0,nan
53,46.58861570575342,39.418554189863016,0,nan
54,46.02012255506849,38.05417062821918,0,nan
55,48.97628693863013,52.49389665561644,0,nan
56,47.95299926739726,47.604855559726026,0,nan
57,49.88587597972602,55.56375966931507,0,nan
58,46.70231433589041,54.08567747753425,0,nan
59,47.83930063726027,51.92540350493151,0,nan
60,63.75710885643835,48.17334871041096,1,kai
61,60.23245132219178,39.64595145013699,1,kai
62,63.52971159616438,57.15554049123288,1,kai
63,64.32560200712328,47.26375966931507,1,kai
64,56.48039652767123,39.87334871041096,1,kai
65,56.7077937879452,58.6336226830137,1,kai
66,68.3050540619178,43.96649939534247,1,kai
67,55.68450611671233,35.89389665561644,1,kai
68,65.46258830849315,58.40622542273972,1,kai
69,60.45984858246575,56.35965008027397,1,kai
70,60.346149952328766,41.124033641917805,1,kai
71,59.55025954136986,49.196636381643835,1,kai
72,63.984506116712325,48.74184186109589,1,kai
73,58.52697187013698,34.984307614520546,1,kai
74,63.416012966027395,56.700745970684935,1,kai
75,56.59409515780822,46.35417062821918,1,kai
