x,y
89.0,50.0
88.92323918854578,50.861274063457074
88.69397990065971,51.7132411040883
88.31527527638627,52.54678983244049
87.79215982506292,53.35319669357823
87.1315692930795,54.12431047171705
86.34223036956749,54.85272596873408
85.43452208170517,55.531943425943616
84.42031120522876,56.15651061829477
83.31276444961037,56.722144866047515
82.12614056374582,57.225832575368926
80.87556584026817,57.66590432961373
79.57679676908053,58.04208399997634
78.24597379874702,58.35551081973017
76.8993703044697,58.60873386189391
75.55314093117948,58.80567886700631
74.2230734786616,58.95158787666718
72.92434842274992,59.05293263048064
71.67131002382398,59.117303170001236
70.47725276370525,59.15327355449345
69.35422657832078,59.17024702145898
68.31286402103277,59.17828331223288
67.36223210618076,59.187911222481596
66.50971115092912,59.20992972297817
65.76090246352229,59.2552012223581
65.11956622575543,59.334440706493055
64.58759039561326,59.45800458559957
64.16499092172273,59.635683108340544
63.849943023818156,59.87650016130315
63.63884276217841,60.18852416289643
63.52639760319395,60.57869358466619
63.50574419679587,61.05266039322285
63.56859112293058,61.61465440649964
63.70538394650057,62.267371204050356
63.90548955039624,63.01188582867628
64.15739640074362,63.847594072827064
64.44892714265401,64.772182665682
64.76745973289297,65.78162917392666
65.10015319116808,66.8702319098002
65.4341739961602,68.03066961311154
65.75691916677079,69.25409014887344
66.05623215287119,70.5302269482244
66.3206078114472,71.84754142647382
66.5393829605672,73.19338914714704
66.7029092810644,74.55420707306575
66.80270566914464,75.91571886238334
66.83158752626804,77.26315483593865
66.78377089869524,78.58148296823754
66.65494984038281,79.85564704276791
66.44234586119211,81.07080796705966
66.14472882891789,82.21258416662386
65.762409209413,83.26728697114777
65.29720204490269,84.22214697136039
64.75236357728082,85.06552745984624
64.13250191177053,85.78712127159682
63.44346357816115,86.37812760686992
62.69219827373372,86.83140574548942
61.88660445642731,87.14160294250922
61.03535879200853,87.30525422369226
60.147732739102324,87.32085226817543
59.233399776025514,87.18888606695641
58.302236929613784,86.91184757082141
57.364124355962055,86.4942060809893
56.4287467447127,85.94235068076638
55.50540027194081,85.26450154747127
54.60280871273466,84.47059151145355
53.728952145384724,83.57211973406191
52.890911437969756,82.58197985017989
52.094731409459534,81.51426535523134
51.34530520666015,80.38405540384335
50.64628204175465,79.20718452092541
50.0,78.0
49.407445161176184,76.7791109734482
48.868237790038926,75.56113328127516
48.38064584909371,74.36243433659264
47.94162558051858,73.198882186017
