point_id,x,y,assigned_slot_id,assigned_layer_id,assigned_layer_name
0,53.01123025420934,91.34347661244779,100,0,outer_ring
1,50.64902738696349,91.31984765155988,142,0,outer_ring
2,42.737158176797344,85.82088221562555,293,0,outer_ring
3,47.20590435660223,88.9836200009996,220,0,outer_ring
4,41.26497836452347,91.46665323148443,292,0,outer_ring
5,43.588496013675275,89.74802901536854,275,0,outer_ring
6,44.08179576004001,86.32846968512041,280,0,outer_ring
7,42.704804879028536,73.18169263866064,1241,2,octagram
8,28.891534442915297,75.29623922172354,2331,5,text_en_1919
9,26.462608451651487,72.62405666921107,2363,5,text_en_1919
10,21.99960425969994,67.9649477627891,2409,5,text_en_1919
11,21.71145363960349,61.7874010943971,2436,5,text_en_1919
12,14.761289704944515,59.5856813224573,341,0,outer_ring
13,20.251698152216314,47.362575916782234,2562,5,text_en_1919
14,24.076470442068977,55.40123656055239,2500,5,text_en_1919
15,25.704002121719764,52.619693526617795,2534,5,text_en_1919
16,31.548518544322963,57.05154350023378,1297,2,octagram
17,29.589666106574246,54.78092913666587,1314,2,octagram
18,42.3407328347211,50.69808323393854,1712,3,stroke_nan
19,41.717486881517715,68.0426001696587,1254,2,octagram
20,49.3801942026098,40.846362216024524,1828,3,stroke_nan
21,46.905185816115036,59.22927877426139,1652,3,stroke_nan
22,54.10575136076008,74.84053098542257,880,1,inner_ring
23,60.46477139421686,53.27501213084554,1956,4,stroke_kai
24,58.43279209277011,53.54377449731775,1954,4,stroke_kai
25,64.85261908864116,71.5768254203074,1167,2,octagram
26,61.4408562490419,76.24164834905052,869,1,inner_ring
27,63.77883064526678,78.54375474480563,2305,5,text_en_1919
28,58.29971317321091,54.252756348368266,1949,4,stroke_kai
29,52.05460932872347,50.00552709291089,1740,3,stroke_nan
30,56.439946733747036,48.424144825000894,2000,4,stroke_kai
31,52.026514313320405,43.99162382311348,1799,3,stroke_nan
32,46.33901756062909,40.32889095500882,1843,3,stroke_nan
33,51.755705368032835,42.27885443449818,1819,3,stroke_nan
34,42.09230150355764,44.292460551769054,1783,3,stroke_nan
35,45.86710376493363,34.251637112839695,1887,3,stroke_nan
36,44.7907988872909,40.73019585007393,1842,3,stroke_nan
37,38.883856837681854,46.69340647936835,1765,3,stroke_nan
38,32.33405225352715,43.38647507581829,1352,2,octagram
39,21.413008032454663,42.32968152733687,2645,5,text_en_1919
40,33.593539298606736,47.372936085651524,1337,2,octagram
41,37.50214190305669,48.686016105379885,1738,3,stroke_nan
42,40.06903554127437,45.344387972827484,1785,3,stroke_nan
43,20.151132256876476,39.655787699114256,2661,5,text_en_1919
44,28.931712947192022,34.79189542073227,974,1,inner_ring
45,21.669635723855396,35.60193410985509,2697,5,text_en_1919
46,30.69905057015831,17.1566379639954,360,0,outer_ring
47,43.13096248687191,25.260370097216118,1450,2,octagram
48,42.29841142843459,24.21512534086703,1439,2,octagram
