,x,y
0,53.40613824577878,90.55030622280776
1,52.914354622547734,90.72282061417278
2,48.81760601587791,88.40421993408914
3,44.44332935119017,84.60537978009414
4,44.66902814819368,84.55265999528042
5,44.080823719071994,79.28367910876148
6,41.719690506139806,77.16707803694271
7,39.389287659647984,75.97310292876139
8,35.12776319709277,73.47209113017662
9,33.06674192388924,71.73802390156112
10,30.471161090690323,68.73573557435678
11,27.0601723498383,63.122568660391956
12,27.2531526963489,61.969876896549856
13,23.052253147445757,54.728354715934024
14,24.84280661436873,53.671159585262494
15,27.133098864003937,58.11297090408895
16,26.841673410696437,54.05639810628245
17,27.7702349693658,60.46856221788323
18,28.05187922456152,60.4429137172517
19,32.61763825146333,66.30136737049551
20,38.175027606700866,70.91732146355488
21,40.2742887681549,73.13878407958016
22,55.614994014721766,75.97058750420118
23,58.92101931834349,75.82820279510229
24,64.78194519576091,75.73275008182232
25,63.200603375387985,75.01062775094307
26,65.14260667772274,77.61553822946499
27,63.40365585698365,77.69097130623457
28,63.11704300411549,71.24641621230305
29,59.40427371802726,69.59936578005953
30,40.94011746153843,31.48164323633084
31,44.56321885457539,21.79168390210136
32,42.751743060972494,30.184135529452583
33,42.92871496077981,30.436738732146356
34,39.4643237740732,23.989564048629965
35,37.976840731523744,24.85053207974476
36,36.69672188891353,24.41948954986018
37,34.77242752651484,25.91402881611803
38,31.596518293712094,29.45835620080234
39,27.25924525174247,35.65519432125476
40,26.33073648891921,40.019603261364104
41,25.258096436825603,49.475122201909535
42,26.14031217713799,56.76215545181587
43,28.032363083517332,36.34226859898798
44,31.945441562253585,30.048855466606607
45,33.15989303880555,25.022623493084417
46,33.730964723134896,26.2054331495484
47,38.43053759411582,21.63584358462869
48,39.14960764610024,21.749653386600087
49,44.00079833264731,18.36233284327953
50,46.58437561553304,19.59005991954653
51,49.31134728283671,19.686008086592498
52,54.57786537364159,18.704228308164918
53,62.94208488019091,21.812218920532565
54,50.790821940054734,23.665383470571097
55,64.33802702215638,27.2708167658535
56,76.90357438777905,37.61986978458792
57,77.24210792037911,39.94517643627981
58,82.24995169732652,49.083177174708574
59,82.44252741196776,49.887483292433004
60,79.70590449016143,61.428247075548406
61,71.9618091154509,71.34226664527245
62,74.03103280696207,71.07040977462388
63,66.99857902303518,76.94755781649692
64,47.24623253613557,78.5143945949819
65,48.67612390018039,79.49150883077391
66,52.5283093052591,79.72142344419844
67,53.92592112613945,82.39989169933169
68,52.10863701528509,79.64146913776689
69,54.49208703840966,79.84671292369764
70,54.85016619097238,79.1410594820218
71,56.96980178173707,79.22680218845659
72,52.009855938590036,79.71396126903075
73,49.29456916457593,79.39356359244712
74,49.17330160083915,79.11550363714476
75,28.343545597697386,66.01906678700072
76,28.417488611769564,64.46217303831936
77,30.922924070994338,66.80737948031215
78,56.094615281536015,93.23424903337396
79,58.432095144670896,92.69822807701748
80,60.75299878298801,93.16253702980222
81,65.81467168149624,87.93477188341242
82,62.41601619256999,83.62250788219374
83,65.97650327375332,79.69221051949985
84,67.67961505411994,76.85786200708705
85,69.86105187136911,75.58057393732832
86,71.36400480641738,74.6346560871279
87,72.2782591022966,74.31150954284665
88,76.90503957034007,69.4821298875054
89,80.42471756150775,64.48935673090311
90,82.90281261092301,54.29025746004696
91,84.00581848725703,49.744771730256986
92,85.04696129848146,50.98932958766895
93,85.98941610800478,46.419466669194314
94,85.28016305821878,43.97101988292034
95,84.32426430966716,39.40168324132294
96,85.12764361890719,39.624862439902785
97,85.45658112769847,36.38894519300659
98,66.18702367552139,23.812961187130256
99,69.11470220091216,23.90233629802982
100,69.11124026322413,22.956185186998454
101,67.65395378808526,22.21155321329137
102,67.25450103835033,20.94742277924017
103,64.6283094826978,18.617995652452166
104,73.8223498679329,22.728906101553118
105,71.58478845901713,21.240085103179467
106,68.73965782309351,21.57423224135021
107,65.65715548823127,18.288690463045224
108,65.21515409779241,18.24113572684085
109,60.98462413355528,17.59039533574513
110,59.65792861676168,16.606013009852955
111,57.3612624063976,17.01104778763181
112,54.326365480262616,16.587284881117757
113,55.420862120879946,16.418843241833937
114,50.406571056660155,16.097406880532883
115,48.59158205140329,17.204296300148904
116,52.835231598967205,15.994938311706852
117,53.461327288686455,15.9660409261596
118,57.4838847423605,16.402473435726208
119,56.721380150529605,15.95356252066058
120,55.751194523918336,16.362226744145275
121,50.10610367848536,16.146842907737913
122,47.86783620513037,16.70170215131689
123,50.119019849835425,14.424387809993009
124,55.32031343007038,16.12529167097111
125,55.654173395778166,16.076441994403556
126,56.63715816432448,16.27390692438566
127,59.32600702772251,16.34441194990976
128,63.68712687994549,17.243661389260062
129,64.8952804537355,16.84175401463112
130,66.9396145489277,18.78356056302762
131,68.85428530233453,18.388272839649986
132,73.13573128074401,19.705990487794946
133,65.31535497890904,17.64258720602207
134,66.30711997194221,13.587002097559008
135,64.84925430107478,12.255402157752622
136,39.31817354415258,21.81138648862902
137,35.72246153573493,24.645306783083946
138,85.7523022840999,44.92190871479004
139,50.18998687163059,90.309924483871
140,51.360506431986906,91.87885750647646
141,47.407568263378565,86.93498036163157
